perfume_id,brand,name,category,gender,base_price,notes,top_note,heart_note,base_note,fragrance,customer_rating,review_count,url,image
12855,Hugo Boss,BOSS Bottled,Eau de Toilette,Men,739.0,"apple, bergamot, lemon, geranium, carnation, cinnamon, sandalwood, vetiver, cedar","apple, bergamot, lemon","geranium, carnation, cinnamon","sandalwood, vetiver, cedar",fruity,4.9,144,/Hugo-Boss/Boss-Black-Mens-fragrances/BOSS-Bottled/Eau-de-Toilette-Spray/index_12855.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-Bottled-Eau-de-Toilette-Spray-12855_26.jpg
79931,Yves Saint Laurent,Y,Eau de Parfum,Men,915.83,"apple, bergamot, ginger, geranium, mint, sage, juniper berry, amber, tonka bean, incense","apple, bergamot, ginger","geranium, mint, sage, juniper berry","amber, tonka bean, incense",woody,4.9,137,/Yves-Saint-Laurent/Mens-fragrances/Y/Eau-de-Parfum-Spray/index_79931.aspx,https://cdn.parfumdreams.de/Img/Art/13/Yves-Saint-Laurent-Y-Eau-de-Parfum-Spray-79931_22.jpg
123613,Abercrombie & Fitch,Away Weekend Men,Eau de Toilette,Men,1398.33,"bergamot, cardamom, mandarin, lavender, rosemary, sage, cocoa, patchouli, cedar wood","bergamot, cardamom, mandarin","lavender, rosemary, sage","cocoa, patchouli, cedar wood",citrusy,0.0,0,/Abercrombie-Fitch/Mens-fragrances/Away-Weekend-Men/Eau-de-Toilette-Spray/index_123613.aspx,https://cdn.parfumdreams.de/Img/Art/13/Abercrombie-Fitch-Away-Weekend-Men-Eau-de-Toilette-Spray-123613_4.jpg
17304,Jean Paul Gaultier,Le Mâle,Eau de Toilette,Men,923.75,"bergamot, lavender, mint, spices, orange, cinnamon, amber, sandalwood, tonka bean","bergamot, lavender, mint","spices, orange, cinnamon","amber, sandalwood, tonka bean",spicy,4.9,275,/Jean-Paul-Gaultier/Mens-fragrances/Le-Male/Eau-de-Toilette-Spray/index_17304.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jean-Paul-Gaultier-Le-Male-Eau-de-Toilette-Spray-17304_31.jpg
74836,DIOR,Sauvage Citrus and Vanilla Notes,Eau de Parfum,Men,2231.67,"bergamot, lavender, pepper, amber, patchouli, vetiver","bergamot, lavender",pepper,"amber, patchouli, vetiver",woody,4.9,156,/DIOR/Mens-fragrances/Sauvage/Eau-de-Parfum-Spray/index_74836.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Sauvage-Eau-de-Parfum-Spray-74836x8_81.jpg
17427,Jil Sander,Sun Men,Eau de Toilette,Men,698.75,"bergamot, cascalone, rosemary, flowers, cardamom, nutmeg, amber, musk, sandalwood","bergamot, cascalone, rosemary","flowers, cardamom, nutmeg","amber, musk, sandalwood",woody,4.7,266,/Jil-Sander/Mens-fragrances/Sun-Men/Eau-de-Toilette-Spray/index_17427.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jil-Sander-Sun-Men-Eau-de-Toilette-Spray-17427x1_4.jpg
94968,Gisada,Ambassador For Men,Eau de Parfum,Men,1579.0,"apple, green notes, cardamom, mandarin, violet, lavender, mango, patchouli, pepper, peony, amber, wood, moss, vanilla, vetiver","apple, green notes, cardamom, mandarin, violet","lavender, mango, patchouli, pepper, peony","amber, wood, moss, vanilla, vetiver",oriental,4.9,134,/Gisada/Mens-fragrances/Ambassador-For-Men/Eau-de-Parfum-Spray/index_94968.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gisada-Ambassador-For-Men-Eau-de-Parfum-Spray-94968.jpg
13455,Paco Rabanne,1 Million,Eau de Toilette,Men,1279.0,"grapefruit, mint, spices, rose, cinnamon, wood, leather, patchouli, styrax","grapefruit, mint","spices, rose, cinnamon","wood, leather, patchouli, styrax",spicy,4.9,268,/Paco-Rabanne/Mens-fragrances/1-Million/Eau-de-Toilette-Spray/index_13455.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-1-Million-Eau-de-Toilette-Spray-13455x3_64.jpg
90243,Paco Rabanne,1 Million,Parfum,Men,979.0,"grapefruit, mint, spices, rose, cinnamon, wood, leather, patchouli, styrax","grapefruit, mint","spices, rose, cinnamon","wood, leather, patchouli, styrax",spicy,4.8,94,/Paco-Rabanne/Mens-fragrances/1-Million/Parfum-Spray/index_90243.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-1-Million-Parfum-Spray-90243_57.jpg
29150,Creed,Aventus,Eau de Parfum,Men,4200.0,"pineapple, apple, bergamot, jasmine, patchouli, rose, amber, musk, vanilla","pineapple, apple, bergamot","jasmine, patchouli, rose","amber, musk, vanilla",fresh,4.5,76,/Creed/Mens-fragrances/Aventus/Eau-de-Parfum-Spray/index_29150.aspx,https://cdn.parfumdreams.de/Img/Art/13/Creed-Aventus-Eau-de-Parfum-Spray-29150_7.jpg
53327,Hugo Boss,BOSS The Scent,Eau de Toilette,Men,999.0,"ginger, lavender, leather",ginger,lavender,leather,oriental,4.7,210,/Hugo-Boss/Boss-Black-Mens-fragrances/BOSS-The-Scent/Eau-de-Toilette-Spray/index_53327.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-The-Scent-Eau-de-Toilette-Spray-53327_22.jpg
53482,DIOR,Sauvage,Eau de Toilette,Men,1931.67,"bergamot, geranium, lavender, patchouli, pepper, vetiver, elemi, ambroxan",bergamot,"geranium, lavender, patchouli, pepper, vetiver, elemi",ambroxan,fresh,4.8,140,/DIOR/Mens-fragrances/Sauvage/Eau-de-Toilette-Spray/index_53482.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Sauvage-Eau-de-Toilette-Spray-53482x8_79.jpg
42856,Paco Rabanne,Invictus,Eau de Toilette,Men,799.0,"grapefruit, mandarin, jasmine, laurel, amber, oakmoss, patchouli","grapefruit, mandarin","jasmine, laurel","amber, oakmoss, patchouli",fresh,4.9,141,/Paco-Rabanne/Mens-fragrances/Invictus/Eau-de-Toilette-Spray/index_42856.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-Invictus-Eau-de-Toilette-Spray-42856_47.jpg
51397,Viktor & Rolf,Spicebomb Extrême,Eau de Parfum,Men,1159.0,"grapefruit, pepper, caraway, lavender, saffron, cinnamon, amber, tabacco, vanilla, cistus","grapefruit, pepper","caraway, lavender, saffron, cinnamon","amber, tabacco, vanilla, cistus",spicy,4.9,99,/Viktor-Rolf/Mens-fragrances/Spicebomb/Eau-de-Parfum-Spray/index_51397.aspx,https://cdn.parfumdreams.de/Img/Art/13/Viktor-Rolf-Spicebomb-Extreme-Eau-de-Parfum-Spray-51397_12.jpg
16469,DIOR,Dior Homme Intense,Eau de Parfum,Men,1339.0,"bergamot, lavender, amber, cardamom, leather, patchouli, vetiver","bergamot, lavender","amber, cardamom","leather, patchouli, vetiver",fresh,4.8,196,/DIOR/Mens-fragrances/Dior-Homme/Eau-de-Parfum-Spray-Intense/index_16469.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Dior-Homme-Eau-de-Parfum-Spray-Intense-16469_36.jpg
11073,Armani,Acqua di Giò Homme,Eau de Toilette,Men,1019.0,"bergamot, jasmine, lime, mandarin, orange, lemon, freesia, hyacinth, coriander, violet, peach, aquatic notes, amber, moss, musk, patchouli, cedar","bergamot, jasmine, lime, mandarin, orange, lemon","freesia, hyacinth, coriander, violet, peach, aquatic notes","amber, moss, musk, patchouli, cedar",aquatic,4.8,283,/Armani/Emporio-Armani-Parfums/Acqua-di-Gio-Homme/Eau-de-Toilette-Spray/index_11073.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Acqua-di-Gio-Homme-Eau-de-Toilette-Spray-11073x1_100.jpg
44912,DIOR,Fahrenheit,Parfum,Men,1372.67,"mandarin, violet, sandalwood, cedar, leather, patchouli","mandarin, violet","sandalwood, cedar","leather, patchouli, cedar",spicy,4.8,28,/DIOR/Mens-fragrances/Fahrenheit/Le-Parfum-Spray/index_44912.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Fahrenheit-Le-Parfum-Spray-44912_2.jpg
41341,Versace,Eros,Eau de Toilette,Men,1231.67,"apple, mint, lemon, amber, vanilla, tonka bean, moss, vetiver, cedar","apple, mint, lemon","amber, vanilla, tonka bean","moss, vetiver, cedar",fresh,4.8,33,/Versace/Mens-fragrances/Eros/Eau-de-Toilette-Spray/index_41341.aspx,https://cdn.parfumdreams.de/Img/Art/13/Versace-Eros-Eau-de-Toilette-Spray-41341_5.jpg
80286,Prada,Luna Rossa Black,Eau de Parfum,Men,1259.0,"bergamot, angelica, patchouli, amber, musk","bergamot, angelica",patchouli,"amber, musk",woody,4.9,127,/Prada/Mens-fragrances/Luna-Rossa/Eau-de-Parfum-Spray/index_80286.aspx,https://cdn.parfumdreams.de/Img/Art/13/Prada-Prada-Luna-Rossa-Black-Eau-de-Parfum-Spray-80286_8.jpg
17473,JOOP!,Homme,Eau de Toilette,Men,665.0,"bergamot, lemon, jasmine, cardamom, cinnamon, patchouli, sandalwood, vanilla","bergamot, lemon","jasmine, cardamom, cinnamon","patchouli, sandalwood, vanilla",floral,4.9,121,/JOOP!/Mens-fragrances/Homme/Eau-de-Toilette-Spray/index_17473.aspx,https://cdn.parfumdreams.de/Img/Art/13/JOOP!-Homme-Eau-de-Toilette-Spray-17473x2_13.jpg
95162,Versace,Eros,Eau de Parfum,Men,1039.0,"apple, mandarin, mint, lemon, amber, geranium, sage, patchouli, sandalwood, vanilla, cedar","apple, mandarin, mint, lemon","amber, geranium, sage","patchouli, sandalwood, vanilla, cedar",woody,4.9,18,/Versace/Mens-fragrances/Eros/Eau-de-Parfum-Spray/index_95162.aspx,https://cdn.parfumdreams.de/Img/Art/13/Versace-Eros-Eau-de-Parfum-Spray-95162_10.jpg
53437,Dolce&Gabbana,The One For Men,Eau de Parfum,Men,1339.0,"basil, ginger, cardamom, orange blossom, amber, tabacco, cedar",basil,"ginger, cardamom, orange blossom","amber, tabacco, cedar",aromatic,4.6,21,/DolceGabbana/Mens-fragrances/The-One-For-Men/Eau-de-Parfum-Spray/index_53437.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-The-One-For-Men-Eau-de-Parfum-Spray-53437_6.jpg
15452,Cartier,Déclaration,Eau de Toilette,Men,859.5,"bergamot, wood, orange, cardamom, cedar, green notes, moss, vetiver","bergamot, wood, orange","cardamom, cedar, green notes","moss, vetiver, cedar",fresh,4.7,15,/Cartier/Mens-fragrances/Declaration/Eau-de-Toilette-Spray/index_15452.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-Declaration-Eau-de-Toilette-Spray-15452x1_5.jpg
105571,DIOR,Sauvage Elixir,Eau de Parfum,Men,2215.83,"amber, spices, lavender","amber, spices, lavender","amber, spices, lavender","amber, spices, lavender",woody,4.9,36,/DIOR/Mens-fragrances/Sauvage/Eau-de-Parfum-Spray/index_105571.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Sauvage-Elixir-Eau-de-Parfum-Spray-105571_16.jpg
44807,Maison Margiela,Replica Jazz Club,Eau de Toilette,Men,1865.0,"neroli, pepper, lemon, rum, sage, vetiver, styrax, tabacco, vanilla","neroli, pepper, lemon","rum, sage, vetiver","styrax, tabacco, vanilla",woody,4.8,35,/Maison-Margiela/Mens-fragrances/Replica/Eau-de-Toilette-Spray/index_44807.aspx,https://cdn.parfumdreams.de/Img/Art/13/Maison-Margiela-Replica-Jazz-Club-Eau-de-Toilette-Spray-44807_1.jpg
119358,Valentino,Uomo Born In Roma Intense,Eau de Parfum,Men,1089.5,"vanilla, vetiver, lavandin",vanilla,vetiver,lavandin,woody,5.0,1,/Valentino/Mens-fragrances/Uomo-Born-In-Roma/Eau-de-Parfum-Spray-Intense/index_119358.aspx,https://cdn.parfumdreams.de/Img/Art/13/Valentino-Uomo-Born-In-Roma-Eau-de-Toilette-Spray-Intense-119358x1_1.jpg
122746,Armani,Acqua di Giò Homme,Parfum,Men,1773.75,"bergamot, geranium, clary sage, rosemary, patchouli, incense",bergamot,"geranium, clary sage, rosemary","patchouli, incense",aromatic,5.0,3,/Armani/Emporio-Armani-Parfums/Acqua-di-Gio-Homme/Parfum-refillable/index_122746.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Acqua-di-Gio-Homme-Parfum-122746_9.jpg
115229,Armani,Code Homme,Parfum,Men,1499.0,"bergamot, iris, sage, tonka bean, cedar wood",bergamot,"iris, sage","tonka bean, cedar wood",aromatic,4.8,510,/Armani/Emporio-Armani-Parfums/Code-Homme/Parfum-refillable/index_115229.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Code-Homme-Parfum-115229_58.jpg
92045,Valentino,Uomo Born In Roma,Eau de Toilette,Men,1539.0,"violet, ginger, sage, wood, vetiver",violet,"ginger, sage","wood, vetiver",spicy,5.0,23,/Valentino/Mens-fragrances/Uomo-Born-In-Roma/Eau-de-Toilette-Spray/index_92045.aspx,https://cdn.parfumdreams.de/Img/Art/13/Valentino-Uomo-Born-In-Roma-Eau-de-Toilette-Spray-92045_17.jpg
115464,Hugo Boss,BOSS Bottled,Parfum,Men,939.0,"mandarin, incense, figs, orris, cedar","mandarin, incense","figs, orris",cedar,woody,4.7,179,/Hugo-Boss/Boss-Black-Mens-fragrances/BOSS-Bottled/Parfum/index_115464.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-Bottled-Parfum-115464x1_1.jpg
14089,Davidoff,Cool Water,Eau de Toilette,Men,498.75,"coriander, lavender, mint, jasmine, moss, sandalwood, amber, musk, tabacco","coriander, lavender, mint","jasmine, moss, sandalwood","amber, musk, tabacco",fresh,4.9,170,/Davidoff/Mens-fragrances/Cool-Water/Eau-de-Toilette-Spray/index_14089.aspx,https://cdn.parfumdreams.de/Img/Art/13/Davidoff-Cool-Water-Eau-de-Toilette-Spray-14089_22.jpg
40370,Viktor & Rolf,Spicebomb,Eau de Toilette,Men,939.0,"grapefruit, vetiver, cinnamon, bergamot, lavender, pepper, leather, tabacco","grapefruit, vetiver, cinnamon","bergamot, lavender, pepper","leather, pepper, tabacco",spicy,4.8,115,/Viktor-Rolf/Mens-fragrances/Spicebomb/Eau-de-Toilette-Spray/index_40370.aspx,https://cdn.parfumdreams.de/Img/Art/13/Viktor-Rolf-Spicebomb-Eau-de-Toilette-Spray-40370_19.jpg
63916,JOOP!,WOW!,Eau de Toilette,Men,798.75,"bergamot, cardamom, violet, vetiver, tonka bean, vanilla, cashmeran","bergamot, cardamom, violet",vetiver,"tonka bean, vanilla, cashmeran",spicy,4.4,168,/JOOP!/Mens-fragrances/WOW!/Eau-de-Toilette-Spray/index_63916.aspx,https://cdn.parfumdreams.de/Img/Art/13/JOOP!-WOW!-Eau-de-Toilette-Spray-63916_8.jpg
87043,DIOR,Sauvage Citrus and Woody Notes,Parfum,Men,2565.0,"bergamot, lavender, pepper, geranium, patchouli, vetiver","bergamot, lavender, pepper","geranium, pepper","patchouli, vetiver",aromatic,4.6,21,/DIOR/Mens-fragrances/Sauvage/Parfum-Mens-Fragrance/index_87043.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Sauvage-Le-Parfum-87043x8_48.jpg
15470,Cartier,Santos de Cartier,Eau de Toilette,Men,859.5,"basil, bergamot, lavender, juniper berry, citrus, geranium, pepper, rosemary, vetiver, nutmeg, amber, coconut, patchouli, sandalwood, vanilla, cedar","basil, bergamot, lavender, juniper berry, citrus","geranium, pepper, rosemary, vetiver, nutmeg","amber, coconut, patchouli, sandalwood, vanilla, cedar",woody,5.0,2,/Cartier/Mens-fragrances/Santos-de-Cartier/Eau-de-Toilette-Spray/index_15470.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-Santos-Eau-de-Toilette-Spray-15470_1.jpg
103839,Jean Paul Gaultier,Scandal pour Homme,Eau de Toilette,Men,1059.0,"sage, caramel, vetiver",sage,caramel,vetiver,oriental,4.9,131,/Jean-Paul-Gaultier/Mens-fragrances/Scandal-pour-Homme/Eau-de-Toilette-Spray/index_103839.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jean-Paul-Gaultier-Scandal-pour-Homme-Eau-de-Toilette-Spray-103839x3_26.jpg
89097,DIOR,Dior Homme,Eau de Toilette,Men,1379.0,"bergamot, lavender, sage, amber, iris, cocoa, cardamom, leather, patchouli, vetiver","bergamot, lavender, sage","amber, iris, cocoa, cardamom","leather, patchouli, vetiver",woody,4.2,17,/DIOR/Mens-fragrances/Dior-Homme/Eau-de-Toilette-Spray/index_89097.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Dior-Homme-Eau-de-Toilette-Spray-89097_20.jpg
110510,Armani,Acqua di Giò Homme,Eau de Parfum,Men,1398.75,"mandarin, lavender, patchouli",mandarin,lavender,patchouli,fresh,4.7,257,/Armani/Emporio-Armani-Parfums/Acqua-di-Gio-Homme/Eau-de-Parfum-Spray-refillable/index_110510.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Acqua-di-Gio-Homme-Eau-de-Parfum-Spray-110510_61.jpg
45432,Atkinsons,Oud Save The King,Eau de Parfum,Men,1399.5,"bergamot, tea, iris, leather, oud, sandalwood","bergamot, tea","iris, leather","oud, sandalwood",woody,4.9,17,/Atkinsons/The-Oud-Collection/Oud-Save-The-King/Eau-de-Parfum-Spray/index_45432.aspx,https://cdn.parfumdreams.de/Img/Art/13/Atkinsons-Oud-Save-The-King-Eau-de-Parfum-Spray-45432_1.jpg
123264,Halloween,Man Mystery,Eau de Parfum,Men,599.33,"mandarin, lavandin, peach blossom, geranium, hazelnut, patchouli, vetiver","mandarin, lavandin, peach blossom","geranium, hazelnut","patchouli, vetiver",fruity,0.0,0,/Halloween/Mens-fragrances/Man-Mystery/Eau-de-Parfum-Spray/index_123264.aspx,https://cdn.parfumdreams.de/Img/Art/13/Halloween-Man-Mystery-Eau-de-Parfum-Spray-123264x1_1.jpg
99050,Yves Saint Laurent,Y Le Parfum,Eau de Parfum,Men,979.5,"apple, grapefruit, ginger, geranium, lavender, sage, tonka bean, incense, cedar","apple, grapefruit, ginger","geranium, lavender, sage","tonka bean, incense, cedar",woody,4.8,50,/Yves-Saint-Laurent/Mens-fragrances/Y/Eau-de-Parfum-Spray/index_99050.aspx,https://cdn.parfumdreams.de/Img/Art/13/Yves-Saint-Laurent-Y-Le-Parfum-Eau-de-Parfum-Spray-99050x1_8.jpg
65414,Prada,Luna Rossa Carbon,Eau de Toilette,Men,1539.0,"bergamot, pepper, lavandin, aquatic notes, patchouli, ambroxan","bergamot, pepper","lavandin, aquatic notes","patchouli, ambroxan",aromatic,5.0,26,/Prada/Mens-fragrances/Luna-Rossa/Eau-de-Toilette-Spray/index_65414.aspx,https://cdn.parfumdreams.de/Img/Art/13/Prada-Prada-Luna-Rossa-Carbon-Eau-de-Toilette-Spray-65414_1.jpg
122412,Tom Ford,Private Blend,Eau de Parfum,Men,3798.33,"cardamom, pepper, rose, sandalwood, vetiver, agarwood, amber, tonka bean, vanilla","cardamom, pepper, rose","sandalwood, vetiver, agarwood","amber, tonka bean, vanilla",woody,0.0,0,/Tom-Ford/Fragrance/Private-Blend/Eau-de-Parfum-Spray/index_122412.aspx,https://cdn.parfumdreams.de/Img/Art/13/Tom-Ford-Private-Blend-Eau-de-Parfum-Spray-122412x2_2.jpg
14903,Bvlgari,Bvlgari pour Homme Extrême,Eau de Toilette,Men,1499.0,"bergamot, galbanum, grapefruit, coriander, lavender, neroli, citrus, cardamom, pepper, wood, nutmeg, iris, moss, musk, sandalwood, cedar","bergamot, galbanum, grapefruit, coriander, lavender, neroli, citrus","cardamom, pepper, wood, wood, nutmeg","iris, moss, musk, sandalwood, cedar",aromatic,5.0,12,/Bvlgari/Mens-fragrances/Bvlgari-pour-Homme-Extreme/Eau-de-Toilette-Spray/index_14903.aspx,https://cdn.parfumdreams.de/Img/Art/13/Bvlgari-Bvlgari-pour-Homme-Extreme-Eau-de-Toilette-Spray-14903_7.jpg
120968,Azzaro,Wanted,Eau de Parfum,Men,1199.0,"juniper berry, sage, vetiver",juniper berry,sage,vetiver,woody,4.9,221,/Azzaro/Mens-fragrances/Wanted/Eau-de-Parfum-Spray/index_120968.aspx,https://cdn.parfumdreams.de/Img/Art/13/Azzaro-Wanted-Eau-de-Parfum-Spray-120968.jpg
52010,Jean Paul Gaultier,Le Mâle Ultra Mâle,Eau de Toilette,Men,551.6,"bergamot, pear, lavender, cinnamon, amber, vanilla","bergamot, pear, lavender",cinnamon,"amber, vanilla",spicy,4.9,27,/Jean-Paul-Gaultier/Mens-fragrances/Le-Male/Eau-de-Toilette-Spray-Intense/index_52010.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jean-Paul-Gaultier-Le-Male-Ultra-Male-Eau-de-Toilette-Spray-Intense-52010x1_38.jpg
55922,MUGLER,A*Men Rubber,Eau de Toilette,Men,769.5,"amber, bergamot, green notes, honey, jasmine, coffee, lavender, lily of the valley, milk, mint, musk, patchouli, sandalwood, vanilla, tonka bean, benzoin, caramel, cedar wood, coriander","amber, bergamot, green notes, honey, jasmine, coffee, lavender, lily of the valley, milk, mint, musk, patchouli, sandalwood, vanilla, tonka bean, benzoin, caramel, cedar wood, coriander","amber, bergamot, milk, honey, jasmine, coffee, lavender, lily of the valley, mint, musk, patchouli, sandalwood, vanilla, green notes, tonka bean, caramel, cedar wood","amber, honey, jasmine, coffee, lavender, lily of the valley, milk, mint, musk, patchouli, sandalwood, tonka bean, vanilla, bergamot, benzoin, caramel, cedar wood, green notes",oriental,5.0,12,/MUGLER/Mens-fragrances/AMen/Eau-de-Toilette-Spray-Refillable/index_55922.aspx,https://cdn.parfumdreams.de/Img/Art/13/MUGLER-AMen-Rubber-Eau-de-Toilette-Spray-Refillable-55922_7.jpg
28542,Hugo Boss,BOSS Bottled Night,Eau de Toilette,Men,399.75,"green notes, lavender, lemon, jasmine, cardamom, violet, musk, sandalwood, vanilla","green notes, lavender, lemon","jasmine, cardamom, violet","musk, sandalwood, vanilla",woody,4.5,4,/Hugo-Boss/Boss-Black-Mens-fragrances/BOSS-Bottled/Eau-de-Toilette-Spray/index_28542.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-Boss-Bottled-Night-Eau-de-Toilette-Spray-28542.jpg
52260,Prada,Luna Rossa Sport,Eau de Toilette,Men,1299.0,"wacholder, lavender, tonka bean, vanilla",wacholder,lavender,"tonka bean, vanilla",spicy,5.0,12,/Prada/Mens-fragrances/Luna-Rossa/Eau-de-Toilette-Spray/index_52260.aspx,https://cdn.parfumdreams.de/Img/Art/13/Prada-Prada-Luna-Rossa-Sport-Eau-de-Toilette-Spray-52260_1.jpg
94045,Hugo Boss,BOSS Bottled,Eau de Parfum,Men,569.5,"apple, bergamot, cardamom, sage, olive tree, vetiver","apple, bergamot","cardamom, sage","olive tree, vetiver",woody,5.0,4,/Hugo-Boss/Boss-Black-Mens-fragrances/BOSS-Bottled/Eau-de-Parfum-Spray/index_94045.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-Bottled-Eau-de-Parfum-Spray-94045x1_50.jpg
109978,DIOR,Dior Homme Sport,Eau de Toilette,Men,972.67,"bergamot, pepper, lemon","bergamot, pepper, lemon",,,floral,4.5,8,/DIOR/Mens-fragrances/Dior-Homme/Eau-de-Toilette-Spray/index_109978.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Dior-Homme-Dior-Homme-Sport-Eau-de-Toilette-Spray-109978_18.jpg
93461,Dolce&Gabbana,K by Dolce&Gabbana,Eau de Parfum,Men,999.0,"blood orange, cardamom, juniper berry, citrus, geranium, sage, nagarmotha, patchouli, vetiver, cedar","blood orange, cardamom, juniper berry, citrus","geranium, sage, citrus","nagarmotha, patchouli, vetiver, cedar",spicy,5.0,32,/DolceGabbana/Mens-fragrances/K-by-DolceGabbana/Eau-de-Parfum-Spray/index_93461.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-K-by-DolceGabbana-Eau-de-Parfum-Spray-93461_19.jpg
74885,GIVENCHY,GENTLEMAN GIVENCHY,Eau de Parfum,Men,899.17,"pepper, iris, patchouli, tolu balsam, vanilla",pepper,iris,"patchouli, tolu balsam, vanilla",aromatic,5.0,10,/GIVENCHY/Mens-fragrances/GENTLEMAN-GIVENCHY/Eau-de-Parfum-Spray/index_74885.aspx,https://cdn.parfumdreams.de/Img/Art/13/GIVENCHY-GENTLEMAN-GIVENCHY-Eau-de-Parfum-Spray-74885_21.jpg
110642,Hugo Boss,BOSS The Scent,Parfum,Men,1199.0,"ginger, iris, leather",ginger,iris,leather,leathery,4.7,59,/Hugo-Boss/Boss-Black-Mens-fragrances/BOSS-The-Scent/Le-Parfum/index_110642.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-The-Scent-Le-Parfum-110642_18.jpg
39068,Prada,Luna Rossa,Eau de Toilette,Men,1089.5,"lavender, citrus, mint, sage, amber","lavender, citrus","mint, sage",amber,fresh,4.6,30,/Prada/Mens-fragrances/Luna-Rossa/Eau-de-Toilette-Spray/index_39068.aspx,https://cdn.parfumdreams.de/Img/Art/13/Prada-Prada-Luna-Rossa-Eau-de-Toilette-Spray-39068_3.jpg
15291,Versace,Blue Jeans,Eau de Toilette,Men,186.0,"elderberry, juniper berry, citrus, jasmine, carnation, amber, tonka bean, cedar","elderberry, juniper berry, citrus","jasmine, carnation","amber, tonka bean, cedar",woody,4.9,22,/Versace/Mens-fragrances/Blue-Jeans/Eau-de-Toilette-Spray/index_15291.aspx,https://cdn.parfumdreams.de/Img/Art/13/Versace-Blue-Jeans-Eau-de-Toilette-Spray-15291_3.jpg
11095,Armani,Emporio Armani Emporio He,Eau de Toilette,Men,1031.67,"pineapple, apple, bergamot, cardamom, mandarin, sage, lemon, iris, jasmine, rose, violet, nutmeg, amber, moss, musk, sandalwood, tonka bean, cedar","pineapple, apple, bergamot, cardamom, mandarin, sage, lemon","iris, jasmine, rose, violet, nutmeg","amber, moss, musk, sandalwood, tonka bean, cedar",woody,4.4,41,/Armani/Emporio-Armani-Parfums/Emporio-Armani/Eau-de-Toilette-Spray/index_11095.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Emporio-Armani-Emporio-He-Eau-de-Toilette-Spray-11095_6.jpg
89307,Cartier,Pasha de Cartier,Parfum,Men,1479.0,"bergamot, lemon, amber, sandalwood",bergamot,lemon,"amber, sandalwood",spicy,4.5,4,/Cartier/Mens-fragrances/Pasha-de-Cartier/Parfum/index_89307.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-Pasha-de-Cartier-Parfum-89307x1_5.jpg
31125,Gucci,Gucci Guilty Pour Homme,Eau de Toilette,Men,899.0,"lavender, lemon, orange, patchouli, cedar","lavender, lemon",orange,"patchouli, cedar",fresh,4.5,131,/Gucci/Mens-fragrances/Gucci-Guilty-Pour-Homme/Eau-de-Toilette-Spray/index_31125.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gucci-Gucci-Guilty-Pour-Homme-Eau-de-Toilette-Spray-31125x1_19.jpg
12896,Hugo Boss,Hugo Man,Eau de Toilette,Men,599.33,"apple, basil, grapefruit, jasmine, carnation, sage, moss, patchouli, cedar","apple, basil, grapefruit","jasmine, carnation, sage","moss, patchouli, cedar",fresh,4.9,43,/Hugo-Boss/Hugo-Mens-fragrances/Hugo-Man/Eau-de-Toilette-Spray/index_12896.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-Hugo-Man-Eau-de-Toilette-Spray-12896x1_29.jpg
