url,fragrance
/Jil-Sander/Womens-fragrances/No-4/Eau-de-Parfum-Spray/index_17355.aspx,floral
/GIVENCHY/Womens-fragrances/LInterdit/Eau-de-Parfum-Spray/index_105557.aspx,floral
/Tom-Ford/Fragrance/Signature/Parfum/index_106322.aspx,floral
/GIVENCHY/Womens-fragrances/New-IRRESISTIBLE/Eau-de-Parfum-Spray/index_92949.aspx,floral
/Hugo-Boss/Boss-Black-Womens-fragrances/BOSS-Alive/Eau-de-Toilette-Spray/index_99143.aspx,floral
/DIOR/Womens-fragrances/Jadore/Parfum-deau/index_115232.aspx,floral
/Marc-Jacobs/Womens-fragrances/Daisy-Love/Eau-de-Toilette-Spray/index_74915.aspx,floral
/Bvlgari/Mens-fragrances/Man-in-Black/Eau-de-Parfum-Spray/index_47282.aspx,floral
/Escada/Womens-fragrances/Especially-Escada/Eau-de-Parfum-Spray/index_34323.aspx,floral
/Narciso-Rodriguez/Womens-fragrances/for-her/Eau-de-Parfum-Spray/index_21134.aspx,floral
/Versace/Womens-fragrances/Yellow-Diamond/Eau-de-Toilette-Spray/index_35132.aspx,floral
/Lancome/Womens-fragrances/Idole/Eau-de-Parfum-Spray/index_114276.aspx,floral
/Lacoste/Womens-fragrances/Touch-Of-Pink/Eau-de-Toilette-Spray/index_13142.aspx,floral
/Jimmy-Choo/Womens-fragrances/I-Want-Choo/Eau-de-Parfum-Spray/index_97434.aspx,floral
/Kilian/The-Narcotics/Love-dont-be-shy/Gourmand-Floral-Perfume-Spray/index_91696.aspx,floral
/Maison-Margiela/Womens-fragrances/Replica/Eau-de-Toilette-Spray/index_38800.aspx,floral
/Jean-Paul-Gaultier/Womens-fragrances/Classique/Eau-de-Toilette-Spray/index_17272.aspx,floral
/Bvlgari/Womens-fragrances/Omnia-Crystalline/Eau-de-Toilette-Spray/index_14864.aspx,floral
/Cartier/Womens-fragrances/La-Panthere/Eau-de-Parfum-Spray/index_94265.aspx,floral
/GUERLAIN/Womens-fragrances/Aqua-Allegoria/Eau-de-Toilette-Spray/index_57291.aspx,floral
/GIVENCHY/Mens-fragrances/GENTLEMAN-SOCIETY/Eau-de-Parfum-Spray/index_120196.aspx,floral
/DIOR/Womens-fragrances/Jadore/Eau-de-Parfum-Spray-/index_94477.aspx,floral
/Tom-Ford/Fragrance/Signature/Eau-de-Parfum-Spray/index_45594.aspx,floral
/DIOR/Womens-fragrances/Jadore/Eau-de-Toilette-Spray/index_58034.aspx,floral
/Gisada/Womens-fragrances/Ambassadora/Gift-set/index_107453.aspx,floral
/Shiseido/Fragrance/Ginza/Eau-de-Parfum-Spray/index_99004.aspx,floral
/Van-Cleef-Arpels/Womens-fragrances/Collection-Extraordinaire/Eau-de-Parfum-Spray-/index_23218.aspx,floral
/Valentino/Womens-fragrances/Voce-Viva/Eau-de-Parfum-Spray-Intense/index_104647.aspx,floral
/Trussardi/Womens-fragrances/My-Name/Eau-de-Parfum-Spray/index_43157.aspx,floral
/Chloe/Womens-fragrances/Chloe/Eau-de-Parfum-Spray-Rose-Naturelle-Intense/index_115745.aspx,floral
/MIZENSIR/Collection/Sweet/Eau-de-Parfum-Spray/index_96563.aspx,floral
/GUERLAIN/Womens-fragrances/La-Petite-Robe-Noire/Eau-de-Parfum-Spray/index_38809.aspx,floral
/Narciso-Rodriguez/Womens-fragrances/for-her/Eau-de-Parfum-Spray/index_98583.aspx,floral
/Cerruti/Womens-fragrances/Cerruti-1881-pour-femme/Eau-de-Toilette-Spray/index_15533.aspx,floral
/Lacoste/Womens-fragrances/Pour-Femme/Eau-de-Parfum-Spray/index_64886.aspx,floral
/Acqua-di-Parma/Unisex-fragrances/Blu-Mediterraneo/Eau-de-Toilette-Spray/index_13724.aspx,floral
/Davidoff/Womens-fragrances/Cool-Water-Woman/Eau-de-Toilette-Spray/index_14134.aspx,floral
/DIOR/Womens-fragrances/JOY-by-Dior/Eau-de-Parfum-Spray/index_79561.aspx,floral
/Eisenberg/Mens-fragrances/LArt-du-Parfum/Eau-de-Parfum-Spray/index_84710.aspx,floral
/Clive-Christian/Collections/Original-Collection/Perfume-Spray/index_114680.aspx,floral
/Narciso-Rodriguez/Womens-fragrances/for-her/Gift-Set/index_116751.aspx,floral
/Gucci/Womens-fragrances/Gucci-Guilty-Pour-Femme/Eau-de-Parfum-Spray/index_110038.aspx,floral
/Gucci/Womens-fragrances/Gucci-Bamboo/Eau-de-Parfum-Spray/index_52621.aspx,floral
/Marc-Jacobs/Womens-fragrances/Daisy/Eau-de-Parfum-Spray/index_101288.aspx,floral
/Marc-Jacobs/Womens-fragrances/Daisy-Ever-So-Fresh/Eau-de-Parfum-Spray/index_114736.aspx,floral
/Cartier/Womens-fragrances/La-Panthere/Deodorant-Spray/index_45567.aspx,floral
/Lancome/Womens-fragrances/Idole/Eau-de-Parfum-Spray/index_103619.aspx,floral
/Lancome/Womens-fragrances/La-vie-est-belle/Shower-Gel/index_63932.aspx,floral
/INITIO-Parfums-Prives/Collections/Carnal-Blends/Eau-de-Parfum-Spray/index_77623.aspx,floral
/Tiffany-Co/Womens-fragrances/Tiffany-Love-For-Her/Eau-de-Parfum-Spray/index_87516.aspx,floral
/Ariana-Grande/Womens-fragrances/Ari/Eau-de-Parfum-Spray/index_84365.aspx,floral
/Gisada/Womens-fragrances/Ambassador-For-Women/Eau-de-Parfum-Spray/index_94967.aspx,floral
/Montblanc/Womens-fragrances/Signature/Eau-de-Parfum-Spray/index_92065.aspx,floral
/Versace/Womens-fragrances/Dylan-Turquoise/Gift-Set/index_116063.aspx,floral
/E-Coudray/Womens-fragrances/Jacinthe-et-Rose/Eau-de-Toilette-Spray/index_22056.aspx,floral
/JOOP!/Womens-fragrances/Le-Bain/Eau-de-Parfum-Spray/index_17451.aspx,floral
/Cartier/Womens-fragrances/Baiser-Vole/Parfum/index_115634.aspx,floral
/Armani/Giorgio-Armani-Parfums/My-Way/Eau-de-Parfum-Spray-Intense-Refillable/index_104644.aspx,floral
/Zarkoperfume/Unisex-fragrances/Pink-Molecule-09009/Eau-de-Parfum-Spray/index_90978.aspx,floral
