brand,name_1,name_2,category,gender,base_price,url,image
Cartier,Pasha de Cartier,Edition Noire,Eau de Toilette Spray,Men,"BP: €1,239.00* / 1000 ml",/Cartier/Mens-fragrances/Pasha-de-Cartier/Eau-de-Toilette-Spray/index_44823.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-Pasha-de-Cartier-Edition-Noire-Eau-de-Toilette-Spray-44823_4.jpg
Acqua di Parma,Colonia Club,,Eau de Cologne Spray,Men,BP: €829.50* / 1000 ml,/Acqua-di-Parma/Mens-fragrances/Colonia-Club/Eau-de-Cologne-Spray/index_111475.aspx,https://cdn.parfumdreams.de/Img/Art/13/Acqua-di-Parma-Colonia-Club-Eau-de-Cologne-Spray-111475x1_4.jpg
Valentino,Uomo,,Eau de Toilette Spray,Men,"BP: €1,089.50* / 1000 ml",/Valentino/Mens-fragrances/Uomo/Eau-de-Toilette-Spray/index_92043.aspx,https://cdn.parfumdreams.de/Img/Art/13/Valentino-Uomo-Eau-de-Toilette-Spray-92043_9.jpg
Jean Paul Gaultier,Le Mâle,Limited Edition,Eau de Toilette Spray,Men,BP: €759.60* / 1000 ml,/Jean-Paul-Gaultier/Mens-fragrances/Le-Male/Eau-de-Toilette-Spray/index_123086.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jean-Paul-Gaultier-Le-Male-Pride-Edition-Eau-de-Toilette-Spray-123086_15.jpg
JOOP!,Homme,,Le Parfum,Men,BP: €452.67* / 1000 ml,/JOOP!/Mens-fragrances/Homme/Le-Parfum/index_110644.aspx,https://cdn.parfumdreams.de/Img/Art/13/JOOP!-Homme-Le-Parfum-110644_13.jpg
Paco Rabanne,Phantom,,Eau de Toilette Spray,Men,BP: €979.00* / 1000 ml,/Paco-Rabanne/Mens-fragrances/Phantom/Eau-de-Toilette-Spray/index_105714.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-Phantom-Eau-de-Toilette-Spray-105714x1_28.jpg
Cartier,Pasha de Cartier,,Eau de Toilette Spray,Men,BP: €859.50* / 1000 ml,/Cartier/Mens-fragrances/Pasha-de-Cartier/Eau-de-Toilette-Spray/index_15464.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-Pasha-de-Cartier-Eau-de-Toilette-Spray-15464_1.jpg
Paco Rabanne,Invictus,Platinum,Eau de Parfum Spray,Men,"BP: €1,059.00* / 1000 ml",/Paco-Rabanne/Mens-fragrances/Invictus/Eau-de-Parfum-Spray/index_112550.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-Invictus-Platinum-Eau-de-Parfum-Spray-112550x1_16.jpg
JOOP!,Jump,,Eau de Toilette Spray,Men,BP: €598.33* / 1000 ml,/JOOP!/Mens-fragrances/Jump/Eau-de-Toilette-Spray/index_17480.aspx,https://cdn.parfumdreams.de/Img/Art/13/JOOP!-Jump-Eau-de-Toilette-Spray-17480.jpg
Paco Rabanne,1 Million,Royal,Parfum,Men,"BP: €1,479.00* / 1000 ml",/Paco-Rabanne/Mens-fragrances/1-Million/Parfum/index_122388.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-1-Million-Royal-Eau-de-Parfum-Spray-122388.jpg
Armani,Code Homme,,Eau de Toilette Spray- refillable,Men,"BP: €1,319.00* / 1000 ml",/Armani/Emporio-Armani-Parfums/Code-Homme/Eau-de-Toilette-Spray-refillable/index_11046.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Code-Homme-Eau-de-Toilette-Spray-11046_95.jpg
Tom Ford,Signature,Grey Vetiver,Eau de Parfum Spray,Men,"BP: €2,499.00* / 1000 ml",/Tom-Ford/Fragrance/Signature/Eau-de-Parfum-Spray/index_21917.aspx,https://cdn.parfumdreams.de/Img/Art/13/Tom-Ford-Mens-Signature-Fragrance-Grey-Vetiver-Eau-de-Parfum-Spray-21917_1.jpg
Yves Saint Laurent,L'Homme,,Eau de Toilette Spray,Men,BP: €909.50* / 1000 ml,/Yves-Saint-Laurent/Mens-fragrances/LHomme/Eau-de-Toilette-Spray/index_16724.aspx,https://cdn.parfumdreams.de/Img/Art/13/Yves-Saint-Laurent-LHomme-Eau-de-Toilette-Spray-16724x1_32.jpg
Prada,Luna Rossa,Ocean,Gift Set,Men,BP: €55.95* / 1 pcs.,/Prada/Mens-fragrances/Luna-Rossa/Gift-Set/index_119547.aspx,https://cdn.parfumdreams.de/Img/Art/13/Prada-Prada-Luna-Rossa-Ocean-Geschenkset-119547.jpg
Parfums de Marly,Men,Layton,Eau de Parfum Spray,Men,"BP: €2,532.67* / 1000 ml",/Parfums-de-Marly/Mens-fragrances/Men/Eau-de-Parfum-Spray/index_74878.aspx,https://cdn.parfumdreams.de/Img/Art/13/Parfums-de-Marly-Men-Layton-Eau-de-Parfum-Spray-74878.jpg
Yves Saint Laurent,Y,,Eau de Parfum Spray Intense,Men,"BP: €1,315.83* / 1000 ml",/Yves-Saint-Laurent/Mens-fragrances/Y/Eau-de-Parfum-Spray-Intense/index_121287.aspx,https://cdn.parfumdreams.de/Img/Art/13/Yves-Saint-Laurent-Y-Eau-de-Parfum-Spray-Intense-121287.jpg
Zadig & Voltaire,This Is Him!,,Eau de Toilette Spray,Men,"BP: €1,265.00* / 1000 ml",/Zadig-Voltaire/Mens-fragrances/This-Is-Him!/Eau-de-Toilette-Spray/index_60710.aspx,https://cdn.parfumdreams.de/Img/Art/13/Zadig-Voltaire-This-Is-Him!-Eau-de-Toilette-Spray-60710_10.jpg
Cartier,Déclaration,,Perfume,Men,"BP: €1,479.00* / 1000 ml",/Cartier/Mens-fragrances/Declaration/Perfume/index_74176.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-Declaration-Parfum-74176_2.jpg
Prada,Luna Rossa,Ocean,Eau de Parfum Spray,Men,"BP: €1,759.00* / 1000 ml",/Prada/Mens-fragrances/Luna-Rossa/Eau-de-Parfum-Spray/index_121754.aspx,https://cdn.parfumdreams.de/Img/Art/13/Prada-Luna-Rossa-Ocean-Eau-de-Parfum-Spray-121754.jpg
Bottega Veneta,Pour Homme,,Eau de Toilette Spray,Men,"BP: €1,279.00* / 1000 ml",/Bottega-Veneta/Mens-fragrances/Pour-Homme/Eau-de-Toilette-Spray/index_43233.aspx,https://cdn.parfumdreams.de/Img/Art/13/Bottega-Veneta-Pour-Homme-Eau-de-Toilette-Spray-43233_11.jpg
Azzaro,Pour Homme,,Eau de Toilette Spray,Men,BP: €719.00* / 1000 ml,/Azzaro/Mens-fragrances/Pour-Homme/Eau-de-Toilette-Spray/index_14796.aspx,https://cdn.parfumdreams.de/Img/Art/13/Azzaro-Pour-Homme-Eau-de-Toilette-Spray-14796_13.jpg
Paco Rabanne,Invictus,Victory,Eau de Parfum Spray,Men,BP: €719.50* / 1000 ml,/Paco-Rabanne/Mens-fragrances/Invictus/Eau-de-Parfum-Spray/index_98408.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-Invictus-Victory-Eau-de-Parfum-Spray-98408_22.jpg
Viktor & Rolf,Spicebomb,,Eau de Parfum Spray,Men,"BP: €1,319.00* / 1000 ml",/Viktor-Rolf/Mens-fragrances/Spicebomb/Eau-de-Parfum-Spray/index_93702.aspx,https://cdn.parfumdreams.de/Img/Art/13/Viktor-Rolf-Spicebomb-Nightvision-Eau-de-Parfum-Spray-93702_15.jpg
Abercrombie & Fitch,Authentic Self Men,,Eau de Toilette Spray,Men,"BP: €1,398.33* / 1000 ml",/Abercrombie-Fitch/Mens-fragrances/Authentic-Self-Men/Eau-de-Toilette-Spray/index_121116.aspx,https://cdn.parfumdreams.de/Img/Art/13/Abercrombie-Fitch-Authentic-Self-Men-Eau-de-Toilette-Spray-121116.jpg
Tom Ford,Signature,Noir Extreme,Parfum,Men,"BP: €2,099.00* / 1000 ml",/Tom-Ford/Fragrance/Signature/Parfum/index_116912.aspx,https://cdn.parfumdreams.de/Img/Art/13/Tom-Ford-Signature-Noir-Extreme-Parfum-116912.jpg
Versace,Pour Homme,,Eau de Toilette Spray,Men,BP: €629.50* / 1000 ml,/Versace/Mens-fragrances/Pour-Homme/Eau-de-Toilette-Spray/index_15300.aspx,https://cdn.parfumdreams.de/Img/Art/13/Versace-Pour-Homme-Eau-de-Toilette-Spray-15300x2_11.jpg
Gucci,Gucci Guilty Pour Homme,,Eau de Parfum Spray,Men,"BP: €1,119.00* / 1000 ml",/Gucci/Mens-fragrances/Gucci-Guilty-Pour-Homme/Eau-de-Parfum-Spray/index_110037.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gucci-Gucci-Guilty-Pour-Homme-Eau-de-Parfum-Spray-110037x1_1.jpg
MCM,Onyx,,Eau de Parfum Spray,Men,"BP: €2,098.33* / 1000 ml",/MCM/Mens-fragrances/Onyx/Eau-de-Parfum-Spray/index_121220.aspx,https://cdn.parfumdreams.de/Img/Art/13/MCM-Onyx-Eau-de-Parfum-Spray-121220x2_2.jpg
Versace,Dylan Blue,,Eau de Toilette Spray,Men,BP: €899.00* / 1000 ml,/Versace/Mens-fragrances/Dylan-Blue/Eau-de-Toilette-Spray/index_61645.aspx,https://cdn.parfumdreams.de/Img/Art/13/Versace-Dylan-Blue-Eau-de-Toilette-Spray-61645x1_6.jpg
Armani,Acqua di Giò Homme,Absolu,Eau de Toilette Spray,Men,BP: €959.60* / 1000 ml,/Armani/Emporio-Armani-Parfums/Acqua-di-Gio-Homme/Eau-de-Toilette-Spray/index_74440.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Acqua-di-Gio-Homme-Absolu-Eau-de-Parfum-Spray-74440x1_55.jpg
Prada,L'Homme,L'Eau,Eau de Toilette Spray,Men,"BP: €1,089.50* / 1000 ml",/Prada/Mens-fragrances/LHomme/Eau-de-Toilette-Spray/index_75343.aspx,https://cdn.parfumdreams.de/Img/Art/13/Prada-LHomme-Prada-LEau-Eau-de-Toilette-Spray-75343_8.jpg
Acqua di Parma,Colonia,Colonia Pura,Eau de Cologne Spray,Men,"BP: €1,199.00* / 1000 ml",/Acqua-di-Parma/Unisex-fragrances/Colonia/Eau-de-Cologne-Spray/index_69345.aspx,https://cdn.parfumdreams.de/Img/Art/13/Acqua-di-Parma-Colonia-Pura-Eau-de-Cologne-Spray-69345_1.jpg
Eisenberg,L'Art du Parfum,J'ose Homme,Eau de Parfum Spray,Men,"BP: €1,759.00* / 1000 ml",/Eisenberg/Mens-fragrances/LArt-du-Parfum/Eau-de-Parfum-Spray/index_84710.aspx,https://cdn.parfumdreams.de/Img/Art/13/Eisenberg-LArt-du-Parfum-Jose-Homme-Eau-de-Parfum-Spray-84710_9.jpg
Hugo Boss,BOSS Bottled,,Gift Set,Men,BP: €63.95* / 1 pcs.,/Hugo-Boss/Boss-Black-Mens-fragrances/BOSS-Bottled/Gift-Set/index_123360.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-Bottled-Geschenkset-123360.jpg
Paco Rabanne,Invictus,,Parfum Intense,Men,"BP: €1,519.00* / 1000 ml",/Paco-Rabanne/Mens-fragrances/Invictus/Parfum-Intense/index_119457.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-Invictus-Victory-Elixir-Parfum-Intense-119457_22.jpg
XERJOFF Casamorati,Mefisto,,Eau de Parfum Spray,Men,"BP: €3,165.00* / 1000 ml",/XERJOFF-Casamorati/Unisex-fragrances/Mefisto/Eau-de-Parfum-Spray/index_49146.aspx,https://cdn.parfumdreams.de/Img/Art/13/XERJOFF-Mefisto-Eau-de-Parfum-Spray-49146_7.jpg
Cartier,Pasha de Cartier,,Gift Set,Men,BP: €106.95* / 1 pcs.,/Cartier/Mens-fragrances/Pasha-de-Cartier/Gift-Set/index_122068.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-Pasha-de-Cartier-Geschenkset-122068.jpg
Davidoff,Cool Water,Intense,Eau de Parfum Spray,Men,BP: €546.00* / 1000 ml,/Davidoff/Mens-fragrances/Cool-Water/Eau-de-Parfum-Spray/index_86615.aspx,https://cdn.parfumdreams.de/Img/Art/13/Davidoff-Cool-Water-Intense-Eau-de-Parfum-Spray-86615x1_1.jpg
GIVENCHY,GENTLEMAN SOCIETY,,Eau de Parfum Spray,Men,BP: €909.50* / 1000 ml,/GIVENCHY/Mens-fragrances/GENTLEMAN-SOCIETY/Eau-de-Parfum-Spray/index_120196.aspx,https://cdn.parfumdreams.de/Img/Art/13/GIVENCHY-GENTLEMAN-SOCIETY-Eau-de-Parfum-Spray-120196x1_1.jpg
DIOR,Eau Sauvage,,Parfume Spray,Men,"BP: €1,459.00* / 1000 ml",/DIOR/Mens-fragrances/Eau-Sauvage/Parfume-Spray/index_66502.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Eau-Sauvage-Parfum-Spray-66502_6.jpg
Diesel,Fuel for Life Homme,,Eau de Toilette Spray,Men,BP: €719.00* / 1000 ml,/Diesel/Mens-fragrances/Fuel-for-Life-Homme/Eau-de-Toilette-Spray/index_15988.aspx,https://cdn.parfumdreams.de/Img/Art/13/Diesel-Fuel-for-Life-Homme-Eau-de-Toilette-Spray-15988_1.jpg
Dolce&Gabbana,K by Dolce&Gabbana,,Eau de Toilette Spray,Men,"BP: €1,319.00* / 1000 ml",/DolceGabbana/Mens-fragrances/K-by-DolceGabbana/Eau-de-Toilette-Spray/index_86937.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-K-by-DolceGabbana-Eau-de-Toilette-Spray-86937_26.jpg
Bvlgari,Bvlgari pour Homme,,Eau de Toilette Spray,Men,"BP: €1,239.00* / 1000 ml",/Bvlgari/Mens-fragrances/Bvlgari-pour-Homme/Eau-de-Toilette-Spray/index_14901.aspx,https://cdn.parfumdreams.de/Img/Art/13/Bvlgari-Bvlgari-pour-Homme-Eau-de-Toilette-Spray-14901x1_14.jpg
Parfums de Marly,Men,Sedley,Eau de Parfum Spray,Men,"BP: €2,532.67* / 1000 ml",/Parfums-de-Marly/Mens-fragrances/Men/Eau-de-Parfum-Spray/index_91068.aspx,https://cdn.parfumdreams.de/Img/Art/13/Parfums-de-Marly-Men-Eau-de-Parfum-Spray-Sedley-91068.jpg
Creed,Aventus,Cologne,Eau de Parfum Spray,Men,"BP: €3,800.00* / 1000 ml",/Creed/Mens-fragrances/Aventus/Eau-de-Parfum-Spray/index_86098.aspx,https://cdn.parfumdreams.de/Img/Art/13/Creed-Aventus-Cologne-Eau-de-Parfum-Spray-86098_8.jpg
John Varvatos,Artisan,,Eau de Toilette Spray,Men,BP: €692.67* / 1000 ml,/John-Varvatos/Mens-fragrances/Artisan/Eau-de-Toilette-Spray/index_20041.aspx,https://cdn.parfumdreams.de/Img/Art/13/John-Varvatos-Artisan-Eau-de-Toilette-Spray-20041.jpg
DIOR,Eau Sauvage,,Eau de Toilette Spray,Men,"BP: €1,379.00* / 1000 ml",/DIOR/Mens-fragrances/Eau-Sauvage/Eau-de-Toilette-Spray/index_16427.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Eau-Sauvage-Eau-de-Toilette-Spray-16427x3_5.jpg
Creed,Original Vetiver,,Eau de Parfum Spray,Men,"BP: €3,800.00* / 1000 ml",/Creed/Mens-fragrances/Original-Vetiver/Eau-de-Parfum-Spray/index_15933.aspx,https://cdn.parfumdreams.de/Img/Art/13/Creed-Original-Vetiver-Eau-de-Parfum-Spray-15933_8.jpg
JOOP!,Homme,,Eau de Parfum Spray,Men,BP: €466.00* / 1000 ml,/JOOP!/Mens-fragrances/Homme/Eau-de-Parfum-Spray/index_102820.aspx,https://cdn.parfumdreams.de/Img/Art/13/JOOP!-Homme-Eau-de-Parfum-Spray-102820.jpg
Viktor & Rolf,Spicebomb,Infrared,Eau de Parfum Spray,Men,"BP: €1,379.00* / 1000 ml",/Viktor-Rolf/Mens-fragrances/Spicebomb/Eau-de-Parfum-Spray/index_122218.aspx,https://cdn.parfumdreams.de/Img/Art/13/Viktor-Rolf-Spicebomb-Infrared-Eau-de-Parfum-Spray-122218.jpg
Creed,Green Irish Tweed,,Eau de Parfum Spray,Men,"BP: €3,800.00* / 1000 ml",/Creed/Mens-fragrances/Green-Irish-Tweed/Eau-de-Parfum-Spray/index_15926.aspx,https://cdn.parfumdreams.de/Img/Art/13/Creed-Green-Irish-Tweed-Eau-de-Parfum-Spray-15926_2.jpg
Prada,Luna Rossa,Ocean,Eau de Toilette Spray,Men,BP: €869.50* / 1000 ml,/Prada/Mens-fragrances/Luna-Rossa/Eau-de-Toilette-Spray/index_104646.aspx,https://cdn.parfumdreams.de/Img/Art/13/Prada-Prada-Luna-Rossa-Ocean-Eau-de-Toilette-Spray-104646x1_18.jpg
Lacoste,L.12.12 Homme,Blanc,Eau de Parfum Spray,Men,"BP: €1,039.00* / 1000 ml",/Lacoste/Mens-fragrances/L1212-Homme/Eau-de-Parfum-Spray/index_99009.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lacoste-L1212-Homme-Blanc-Eau-de-Parfum-Spray-99009_16.jpg
Tom Ford,Signature,Beau de Jour,Eau de Parfum Spray,Men,"BP: €2,499.00* / 1000 ml",/Tom-Ford/Fragrance/Signature/Eau-de-Parfum-Spray/index_89392.aspx,https://cdn.parfumdreams.de/Img/Art/13/Tom-Ford-Signature-Beau-de-Jour-Eau-de-Parfum-Spray-89392_3.jpg
Pana Dora Sweden,Imperial Wood,,Extrait de Parfum Spray,Men,"BP: €2,499.50* / 1000 ml",/Pana-Dora-Sweden/Mens-fragrances/Imperial-Wood/Extrait-de-Parfum-Spray/index_115131.aspx,https://cdn.parfumdreams.de/Img/Art/13/Pana-Dora-Sweden-Imperial-Wood-Extrait-de-Parfum-Spray-115131.jpg
Hugo Boss,BOSS Bottled,Unlimited,Eau de Toilette Spray,Men,BP: €519.50* / 1000 ml,/Hugo-Boss/Boss-Black-Mens-fragrances/BOSS-Bottled/Eau-de-Toilette-Spray/index_46233.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-Bottled-Unlimited-Eau-de-Toilette-Spray-46233x1_7.jpg
Versace,Man Eau Fraîche,,Eau de Toilette Spray,Men,"BP: €1,165.00* / 1000 ml",/Versace/Mens-fragrances/Man-Eau-Fraiche/Eau-de-Toilette-Spray/index_20095.aspx,https://cdn.parfumdreams.de/Img/Art/13/Versace-Man-Eau-Fraiche-Eau-de-Toilette-Spray-20095_9.jpg
Valentino,Uomo Born In Roma,Coral Fantasy,Eau de Toilette Spray,Men,"BP: €1,219.00* / 1000 ml",/Valentino/Mens-fragrances/Uomo-Born-In-Roma/Eau-de-Toilette-Spray/index_110292.aspx,https://cdn.parfumdreams.de/Img/Art/13/Valentino-Uomo-Born-In-Roma-Coral-Fantasy-Eau-de-Toilette-Spray-110292.jpg
Paco Rabanne,Paco Rabanne pour Homme,,Eau de Toilette Spray,Men,BP: €779.50* / 1000 ml,/Paco-Rabanne/Mens-fragrances/Paco-Rabanne-pour-Homme/Eau-de-Toilette-Spray/index_13472.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-Paco-Rabanne-pour-Homme-Eau-de-Toilette-Spray-13472.jpg
Mercedes Benz Perfume,Club,Black,Eau de Toilette Spray,Men,"BP: €1,399.00* / 1000 ml",/Mercedes-Benz-Perfume/Mens-fragrances/Club/Eau-de-Toilette-Spray/index_83181.aspx,https://cdn.parfumdreams.de/Img/Art/13/Mercedes-Benz-Perfume-Club-Black-Eau-de-Toilette-Spray-83181.jpg
Narciso Rodriguez,for him,Bleu Noir,Eau de Parfum Spray,Men,BP: €909.50* / 1000 ml,/Narciso-Rodriguez/Mens-fragrances/for-him/Eau-de-Parfum-Spray/index_74248.aspx,https://cdn.parfumdreams.de/Img/Art/13/Narciso-Rodriguez-for-him-Bleu-Noir-Eau-de-Parfum-Spray-74248x1_9.jpg
Hugo Boss,BOSS Bottled,Tonic,Eau de Toilette Spray,Men,BP: €849.50* / 1000 ml,/Hugo-Boss/Boss-Black-Mens-fragrances/BOSS-Bottled/Eau-de-Toilette-Spray/index_64572.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-Bottled-Tonic-Eau-de-Toilette-Spray-64572x1_20.jpg
Dsquared2,Original Wood,,Eau de Parfum Spray,Men,"BP: €1,198.33* / 1000 ml",/Dsquared2/Mens-fragrances/Original-Wood/Eau-de-Parfum-Spray/index_110049.aspx,https://cdn.parfumdreams.de/Img/Art/13/Dsquared2-Wood-Original-Eau-de-Parfum-Spray-110049.jpg
JOOP!,GO,,Eau de Toilette Spray,Men,BP: €319.50* / 1000 ml,/JOOP!/Mens-fragrances/GO/Eau-de-Toilette-Spray/index_17465.aspx,https://cdn.parfumdreams.de/Img/Art/13/JOOP!-GO-Eau-de-Toilette-Spray-17465.jpg
Davidoff,Cool Water,,Parfum,Men,BP: €859.00* / 1000 ml,/Davidoff/Mens-fragrances/Cool-Water/Parfum/index_102654.aspx,https://cdn.parfumdreams.de/Img/Art/13/Davidoff-Cool-Water-Le-Parfum-102654x1_1.jpg
Dolce&Gabbana,The One For Men,,Eau de Parfum Spray Intense,Men,"BP: €1,519.00* / 1000 ml",/DolceGabbana/Mens-fragrances/The-One-For-Men/Eau-de-Parfum-Spray-Intense/index_89247.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-The-One-For-Men-Eau-de-Parfum-Spray-Intense-89247_13.jpg
Tom Ford,Signature,Noir,Eau de Parfum Spray,Men,"BP: €1,719.00* / 1000 ml",/Tom-Ford/Fragrance/Signature/Eau-de-Parfum-Spray/index_39563.aspx,https://cdn.parfumdreams.de/Img/Art/13/Tom-Ford-Mens-Signature-Fragrance-Noir-Eau-de-Parfum-Spray-39563_1.jpg
Boellis 1924,Panama 1924 Daytona,,Eau de Parfum Spray,Men,BP: €989.50* / 1000 ml,/Boellis-1924/Mens-fragrances/Panama-1924-Daytona/Eau-de-Parfum-Spray/index_57930.aspx,https://cdn.parfumdreams.de/Img/Art/13/Boellis-1924-Panama-1924-Daytona-Eau-de-Parfum-Spray-57930_2.jpg
Eisenberg,L'Art du Parfum,Love Affair Homme,Eau de Parfum Spray,Men,"BP: €1,731.67* / 1000 ml",/Eisenberg/Mens-fragrances/LArt-du-Parfum/Eau-de-Parfum-Spray/index_84714.aspx,https://cdn.parfumdreams.de/Img/Art/13/Eisenberg-LArt-du-Parfum-Love-Affair-Homme-Eau-de-Parfum-Spray-84714_9.jpg
Brioni,Brioni,,Eau de Parfum Spray Essentiel,Men,"BP: €1,749.17* / 1000 ml",/Brioni/Mens-fragrances/Brioni/Eau-de-Parfum-Spray-Essentiel/index_123409.aspx,https://cdn.parfumdreams.de/Img/Art/13/Brioni-Brioni-Eau-de-Parfum-Spray-Essentiel-123409.jpg
Gucci,Gucci Guilty Pour Homme,,Eau de Parfum Spray,Men,"BP: €1,459.00* / 1000 ml",/Gucci/Mens-fragrances/Gucci-Guilty-Pour-Homme/Eau-de-Parfum-Spray/index_89668.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gucci-Gucci-Guilty-Pour-Homme-Eau-de-Parfum-Spray-89668_5.jpg
Ralph Lauren,Polo,,Eau de Toilette Spray,Men,BP: €652.12* / 1000 ml,/Ralph-Lauren/Mens-fragrances/Polo/Eau-de-Toilette-Spray/index_18651.aspx,https://cdn.parfumdreams.de/Img/Art/13/Ralph-Lauren-Polo-Eau-de-Toilette-Spray-18651_5.jpg
Laura Biagiotti,Roma Uomo,,Eau de Toilette Spray,Men,BP: €548.75* / 1000 ml,/Laura-Biagiotti/Mens-fragrances/Roma-Uomo/Eau-de-Toilette-Spray/index_17146.aspx,https://cdn.parfumdreams.de/Img/Art/13/Laura-Biagiotti-Roma-Uomo-Eau-de-Toilette-Spray-17146.jpg
s.Oliver,Soulmate Men,,Eau de Toilette Spray,Men,BP: €440.00* / 1000 ml,/sOliver/Mens-fragrances/Soulmate-Men/Eau-de-Toilette-Spray/index_42984.aspx,https://cdn.parfumdreams.de/Img/Art/13/sOliver-Soulmate-Men-Eau-de-Toilette-Spray-42984.jpg
GIVENCHY,GENTLEMAN GIVENCHY,,Gift Set,Men,BP: €97.95* / 1 pcs.,/GIVENCHY/Mens-fragrances/GENTLEMAN-GIVENCHY/Gift-Set/index_110539.aspx,https://cdn.parfumdreams.de/Img/Art/13/GIVENCHY-GENTLEMAN-GIVENCHY-Geschenkset-110539.jpg
XERJOFF,Shooting Stars Collection,Uden,Parfum,Men,"BP: €4,800.00* / 1000 ml",/XERJOFF/Collections/Shooting-Stars-Collection/Parfum/index_96887.aspx,https://cdn.parfumdreams.de/Img/Art/13/XERJOFF-Shooting-Stars-Collection-Uden-Parfum-96887.jpg
Acqua di Parma,Colonia,Colonia Intensa,Eau de Cologne Spray,Men,"BP: €1,179.00* / 1000 ml",/Acqua-di-Parma/Unisex-fragrances/Colonia/Eau-de-Cologne-Spray/index_13782.aspx,https://cdn.parfumdreams.de/Img/Art/13/Acqua-di-Parma-Colonia-Intensa-Eau-de-Cologne-Spray-13782_1.jpg
Versace,Eros,,Parfum,Men,"BP: €1,119.50* / 1000 ml",/Versace/Mens-fragrances/Eros/Parfum/index_110760.aspx,https://cdn.parfumdreams.de/Img/Art/13/Versace-Eros-Parfum-110760.jpg
Yves Saint Laurent,L'Homme,,Le Parfum,Men,"BP: €1,119.50* / 1000 ml",/Yves-Saint-Laurent/Mens-fragrances/LHomme/Le-Parfum/index_91489.aspx,https://cdn.parfumdreams.de/Img/Art/13/Yves-Saint-Laurent-LHomme-Le-Parfum-91489_10.jpg
Bvlgari,Man Rain Essence,,Eau de Parfum Spray,Men,"BP: €1,349.50* / 1000 ml",/Bvlgari/Mens-fragrances/Man-Rain-Essence/Eau-de-Parfum-Spray/index_120597.aspx,https://cdn.parfumdreams.de/Img/Art/13/Bvlgari-Man-Rain-Essence-Eau-de-Parfum-Spray-120597_26.jpg
DIOR,Eau Sauvage,Eau Sauvage Extreme,Eau de Toilette Spray Intense,Men,"BP: €1,029.50* / 1000 ml",/DIOR/Mens-fragrances/Eau-Sauvage/Eau-de-Toilette-Spray-Intense/index_26536.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Eau-Sauvage-Eau-Sauvage-Extreme-Eau-de-Toilette-Spray-Intense-26536_4.jpg
Bvlgari,Man in Black,,Gift Set,Men,BP: €141.95* / 1 pcs.,/Bvlgari/Mens-fragrances/Man-in-Black/Gift-Set/index_120674.aspx,https://cdn.parfumdreams.de/Img/Art/13/Bvlgari-Man-in-Black-Geschenkset-120674.jpg
Creed,Original Santal,,Eau de Parfum Spray,Men,"BP: €3,800.00* / 1000 ml",/Creed/Mens-fragrances/Original-Santal/Eau-de-Parfum-Spray/index_15932.aspx,https://cdn.parfumdreams.de/Img/Art/13/Creed-Original-Santal-Eau-de-Parfum-Spray-15932_2.jpg
Dsquared2,He Wood,,Gift set,Men,BP: €16.95* / 1 pcs.,/Dsquared2/Mens-fragrances/He-Wood/Gift-set/index_94933.aspx,https://cdn.parfumdreams.de/Img/Art/13/Dsquared2-He-Wood-Geschenkset-94933.jpg
Davidoff,Cool Water,,Gift Set,Men,BP: €31.95* / 1 pcs.,/Davidoff/Mens-fragrances/Cool-Water/Gift-Set/index_117319.aspx,https://cdn.parfumdreams.de/Img/Art/13/Davidoff-Cool-Water-Geschenkset-117319.jpg
Azzaro,Chrome,,Eau de Toilette Spray,Men,"BP: €1,165.00* / 1000 ml",/Azzaro/Mens-fragrances/Chrome/Eau-de-Toilette-Spray/index_14783.aspx,https://cdn.parfumdreams.de/Img/Art/13/Azzaro-Chrome-Eau-de-Toilette-Spray-14783_10.jpg
